Day-Date,PartyID,PartySht,Party,Party Votes,Party Seats,Total Seats,Party Votes %,Candidate Seats
24rd 04:58,18 , BAN , Ban1080 , 2440 , 0 , 0 , 0.1 , 0
24rd 04:58,29 , NZPP , New Zealand People's Party , 1631 , 0 , 0 , 0.1 , 0
24rd 04:58,9 , UFNZ , United Future , 1471 , 0 , 0 , 0.1 , 0
24rd 04:58,27 , NZOP , NZ Outdoors Party , 1333 , 0 , 0 , 0.1 , 0
24rd 04:58,8 , NZDSC , Democrats for Social Credit , 732 , 0 , 0 , 0.0 , 0
24rd 04:58,14 , IP , Internet Party , 464 , 0 , 0 , 0.0 , 0
24rd 04:59,6 , NAT , National Party , 998813 , 17 , 58 , 46.0 , 41
24rd 04:59,5 , LAB , Labour Party , 776556 , 16 , 45 , 35.8 , 29
24rd 04:59,7 , NZF , New Zealand First Party , 162988 , 9 , 9 , 7.5 , 0
24rd 04:59,4 , GP , Green Party , 126995 , 7 , 7 , 5.9 , 0
24rd 04:59,28 , TOP , The Opportunities Party (TOP) , 48018 , 0 , 0 , 2.2 , 0
24rd 04:59,10 , MAOR , Māori Party , 23456 , 0 , 0 , 1.1 , 0
24rd 04:59,1 , ACT , ACT New Zealand , 10959 , 0 , 1 , 0.5 , 1
24rd 04:59,3 , ALCP , Aotearoa Legalise Cannabis Party , 5853 , 0 , 0 , 0.3 , 0
24rd 04:59,12 , CNSP , Conservative , 5318 , 0 , 0 , 0.2 , 0
24rd 04:59,11 , MANA , MANA , 2775 , 0 , 0 , 0.1 , 0
24rd 04:59,18 , BAN , Ban1080 , 2440 , 0 , 0 , 0.1 , 0
24rd 04:59,29 , NZPP , New Zealand People's Party , 1631 , 0 , 0 , 0.1 , 0
24rd 04:59,9 , UFNZ , United Future , 1471 , 0 , 0 , 0.1 , 0
24rd 04:59,27 , NZOP , NZ Outdoors Party , 1333 , 0 , 0 , 0.1 , 0
24rd 04:59,8 , NZDSC , Democrats for Social Credit , 732 , 0 , 0 , 0.0 , 0
24rd 04:59,14 , IP , Internet Party , 464 , 0 , 0 , 0.0 , 0
24rd 05:00,6 , NAT , National Party , 998813 , 17 , 58 , 46.0 , 41
24rd 05:00,5 , LAB , Labour Party , 776556 , 16 , 45 , 35.8 , 29
24rd 05:00,7 , NZF , New Zealand First Party , 162988 , 9 , 9 , 7.5 , 0
24rd 05:00,4 , GP , Green Party , 126995 , 7 , 7 , 5.9 , 0
24rd 05:00,28 , TOP , The Opportunities Party (TOP) , 48018 , 0 , 0 , 2.2 , 0
24rd 05:00,10 , MAOR , Māori Party , 23456 , 0 , 0 , 1.1 , 0
24rd 05:00,1 , ACT , ACT New Zealand , 10959 , 0 , 1 , 0.5 , 1
24rd 05:00,3 , ALCP , Aotearoa Legalise Cannabis Party , 5853 , 0 , 0 , 0.3 , 0
24rd 05:00,12 , CNSP , Conservative , 5318 , 0 , 0 , 0.2 , 0
24rd 05:00,11 , MANA , MANA , 2775 , 0 , 0 , 0.1 , 0
24rd 05:00,18 , BAN , Ban1080 , 2440 , 0 , 0 , 0.1 , 0
24rd 05:00,29 , NZPP , New Zealand People's Party , 1631 , 0 , 0 , 0.1 , 0
24rd 05:00,9 , UFNZ , United Future , 1471 , 0 , 0 , 0.1 , 0
24rd 05:00,27 , NZOP , NZ Outdoors Party , 1333 , 0 , 0 , 0.1 , 0
24rd 05:00,8 , NZDSC , Democrats for Social Credit , 732 , 0 , 0 , 0.0 , 0
24rd 05:00,14 , IP , Internet Party , 464 , 0 , 0 , 0.0 , 0
24rd 05:01,6 , NAT , National Party , 998813 , 17 , 58 , 46.0 , 41
24rd 05:01,5 , LAB , Labour Party , 776556 , 16 , 45 , 35.8 , 29
24rd 05:01,7 , NZF , New Zealand First Party , 162988 , 9 , 9 , 7.5 , 0
24rd 05:01,4 , GP , Green Party , 126995 , 7 , 7 , 5.9 , 0
24rd 05:01,28 , TOP , The Opportunities Party (TOP) , 48018 , 0 , 0 , 2.2 , 0
24rd 05:01,10 , MAOR , Māori Party , 23456 , 0 , 0 , 1.1 , 0
24rd 05:01,1 , ACT , ACT New Zealand , 10959 , 0 , 1 , 0.5 , 1
24rd 05:01,3 , ALCP , Aotearoa Legalise Cannabis Party , 5853 , 0 , 0 , 0.3 , 0
24rd 05:01,12 , CNSP , Conservative , 5318 , 0 , 0 , 0.2 , 0
24rd 05:01,11 , MANA , MANA , 2775 , 0 , 0 , 0.1 , 0
24rd 05:01,18 , BAN , Ban1080 , 2440 , 0 , 0 , 0.1 , 0
24rd 05:01,29 , NZPP , New Zealand People's Party , 1631 , 0 , 0 , 0.1 , 0
24rd 05:01,9 , UFNZ , United Future , 1471 , 0 , 0 , 0.1 , 0
24rd 05:01,27 , NZOP , NZ Outdoors Party , 1333 , 0 , 0 , 0.1 , 0
24rd 05:01,8 , NZDSC , Democrats for Social Credit , 732 , 0 , 0 , 0.0 , 0
24rd 05:01,14 , IP , Internet Party , 464 , 0 , 0 , 0.0 , 0
24rd 05:02,6 , NAT , National Party , 998813 , 17 , 58 , 46.0 , 41
24rd 05:02,5 , LAB , Labour Party , 776556 , 16 , 45 , 35.8 , 29
24rd 05:02,7 , NZF , New Zealand First Party , 162988 , 9 , 9 , 7.5 , 0
24rd 05:02,4 , GP , Green Party , 126995 , 7 , 7 , 5.9 , 0
24rd 05:02,28 , TOP , The Opportunities Party (TOP) , 48018 , 0 , 0 , 2.2 , 0
24rd 05:02,10 , MAOR , Māori Party , 23456 , 0 , 0 , 1.1 , 0
24rd 05:02,1 , ACT , ACT New Zealand , 10959 , 0 , 1 , 0.5 , 1
24rd 05:02,3 , ALCP , Aotearoa Legalise Cannabis Party , 5853 , 0 , 0 , 0.3 , 0
24rd 05:02,12 , CNSP , Conservative , 5318 , 0 , 0 , 0.2 , 0
24rd 05:02,11 , MANA , MANA , 2775 , 0 , 0 , 0.1 , 0
24rd 05:02,18 , BAN , Ban1080 , 2440 , 0 , 0 , 0.1 , 0
24rd 05:02,29 , NZPP , New Zealand People's Party , 1631 , 0 , 0 , 0.1 , 0
24rd 05:02,9 , UFNZ , United Future , 1471 , 0 , 0 , 0.1 , 0
24rd 05:02,27 , NZOP , NZ Outdoors Party , 1333 , 0 , 0 , 0.1 , 0
24rd 05:02,8 , NZDSC , Democrats for Social Credit , 732 , 0 , 0 , 0.0 , 0
24rd 05:02,14 , IP , Internet Party , 464 , 0 , 0 , 0.0 , 0
24rd 05:03,6 , NAT , National Party , 998813 , 17 , 58 , 46.0 , 41
24rd 05:03,5 , LAB , Labour Party , 776556 , 16 , 45 , 35.8 , 29
24rd 05:03,7 , NZF , New Zealand First Party , 162988 , 9 , 9 , 7.5 , 0
24rd 05:03,4 , GP , Green Party , 126995 , 7 , 7 , 5.9 , 0
24rd 05:03,28 , TOP , The Opportunities Party (TOP) , 48018 , 0 , 0 , 2.2 , 0
24rd 05:03,10 , MAOR , Māori Party , 23456 , 0 , 0 , 1.1 , 0
24rd 05:03,1 , ACT , ACT New Zealand , 10959 , 0 , 1 , 0.5 , 1
24rd 05:03,3 , ALCP , Aotearoa Legalise Cannabis Party , 5853 , 0 , 0 , 0.3 , 0
24rd 05:03,12 , CNSP , Conservative , 5318 , 0 , 0 , 0.2 , 0
24rd 05:03,11 , MANA , MANA , 2775 , 0 , 0 , 0.1 , 0
24rd 05:03,18 , BAN , Ban1080 , 2440 , 0 , 0 , 0.1 , 0
24rd 05:03,29 , NZPP , New Zealand People's Party , 1631 , 0 , 0 , 0.1 , 0
24rd 05:03,9 , UFNZ , United Future , 1471 , 0 , 0 , 0.1 , 0
24rd 05:03,27 , NZOP , NZ Outdoors Party , 1333 , 0 , 0 , 0.1 , 0
24rd 05:03,8 , NZDSC , Democrats for Social Credit , 732 , 0 , 0 , 0.0 , 0
24rd 05:03,14 , IP , Internet Party , 464 , 0 , 0 , 0.0 , 0
24rd 05:04,6 , NAT , National Party , 998813 , 17 , 58 , 46.0 , 41
24rd 05:04,5 , LAB , Labour Party , 776556 , 16 , 45 , 35.8 , 29
24rd 05:04,7 , NZF , New Zealand First Party , 162988 , 9 , 9 , 7.5 , 0
24rd 05:04,4 , GP , Green Party , 126995 , 7 , 7 , 5.9 , 0
24rd 05:04,28 , TOP , The Opportunities Party (TOP) , 48018 , 0 , 0 , 2.2 , 0
24rd 05:04,10 , MAOR , Māori Party , 23456 , 0 , 0 , 1.1 , 0
24rd 05:04,1 , ACT , ACT New Zealand , 10959 , 0 , 1 , 0.5 , 1
24rd 05:04,3 , ALCP , Aotearoa Legalise Cannabis Party , 5853 , 0 , 0 , 0.3 , 0
24rd 05:04,12 , CNSP , Conservative , 5318 , 0 , 0 , 0.2 , 0
24rd 05:04,11 , MANA , MANA , 2775 , 0 , 0 , 0.1 , 0
24rd 05:04,18 , BAN , Ban1080 , 2440 , 0 , 0 , 0.1 , 0
24rd 05:04,29 , NZPP , New Zealand People's Party , 1631 , 0 , 0 , 0.1 , 0
24rd 05:04,9 , UFNZ , United Future , 1471 , 0 , 0 , 0.1 , 0
24rd 05:04,27 , NZOP , NZ Outdoors Party , 1333 , 0 , 0 , 0.1 , 0
24rd 05:04,8 , NZDSC , Democrats for Social Credit , 732 , 0 , 0 , 0.0 , 0
24rd 05:04,14 , IP , Internet Party , 464 , 0 , 0 , 0.0 , 0
24rd 05:05,6 , NAT , National Party , 998813 , 17 , 58 , 46.0 , 41
24rd 05:05,5 , LAB , Labour Party , 776556 , 16 , 45 , 35.8 , 29
24rd 05:05,7 , NZF , New Zealand First Party , 162988 , 9 , 9 , 7.5 , 0
24rd 05:05,4 , GP , Green Party , 126995 , 7 , 7 , 5.9 , 0
24rd 05:05,28 , TOP , The Opportunities Party (TOP) , 48018 , 0 , 0 , 2.2 , 0
24rd 05:05,10 , MAOR , Māori Party , 23456 , 0 , 0 , 1.1 , 0
24rd 05:05,1 , ACT , ACT New Zealand , 10959 , 0 , 1 , 0.5 , 1
24rd 05:05,3 , ALCP , Aotearoa Legalise Cannabis Party , 5853 , 0 , 0 , 0.3 , 0
24rd 05:05,12 , CNSP , Conservative , 5318 , 0 , 0 , 0.2 , 0
24rd 05:05,11 , MANA , MANA , 2775 , 0 , 0 , 0.1 , 0
24rd 05:05,18 , BAN , Ban1080 , 2440 , 0 , 0 , 0.1 , 0
24rd 05:05,29 , NZPP , New Zealand People's Party , 1631 , 0 , 0 , 0.1 , 0
24rd 05:05,9 , UFNZ , United Future , 1471 , 0 , 0 , 0.1 , 0
24rd 05:05,27 , NZOP , NZ Outdoors Party , 1333 , 0 , 0 , 0.1 , 0
24rd 05:05,8 , NZDSC , Democrats for Social Credit , 732 , 0 , 0 , 0.0 , 0
24rd 05:05,14 , IP , Internet Party , 464 , 0 , 0 , 0.0 , 0
24rd 05:06,6 , NAT , National Party , 998813 , 17 , 58 , 46.0 , 41
24rd 05:06,5 , LAB , Labour Party , 776556 , 16 , 45 , 35.8 , 29
24rd 05:06,7 , NZF , New Zealand First Party , 162988 , 9 , 9 , 7.5 , 0
24rd 05:06,4 , GP , Green Party , 126995 , 7 , 7 , 5.9 , 0
24rd 05:06,28 , TOP , The Opportunities Party (TOP) , 48018 , 0 , 0 , 2.2 , 0
24rd 05:06,10 , MAOR , Māori Party , 23456 , 0 , 0 , 1.1 , 0
24rd 05:06,1 , ACT , ACT New Zealand , 10959 , 0 , 1 , 0.5 , 1
24rd 05:06,3 , ALCP , Aotearoa Legalise Cannabis Party , 5853 , 0 , 0 , 0.3 , 0
24rd 05:06,12 , CNSP , Conservative , 5318 , 0 , 0 , 0.2 , 0
24rd 05:06,11 , MANA , MANA , 2775 , 0 , 0 , 0.1 , 0
24rd 05:06,18 , BAN , Ban1080 , 2440 , 0 , 0 , 0.1 , 0
24rd 05:06,29 , NZPP , New Zealand People's Party , 1631 , 0 , 0 , 0.1 , 0
24rd 05:06,9 , UFNZ , United Future , 1471 , 0 , 0 , 0.1 , 0
24rd 05:06,27 , NZOP , NZ Outdoors Party , 1333 , 0 , 0 , 0.1 , 0
24rd 05:06,8 , NZDSC , Democrats for Social Credit , 732 , 0 , 0 , 0.0 , 0
24rd 05:06,14 , IP , Internet Party , 464 , 0 , 0 , 0.0 , 0
24rd 05:07,6 , NAT , National Party , 998813 , 17 , 58 , 46.0 , 41
24rd 05:07,5 , LAB , Labour Party , 776556 , 16 , 45 , 35.8 , 29
24rd 05:07,7 , NZF , New Zealand First Party , 162988 , 9 , 9 , 7.5 , 0
24rd 05:07,4 , GP , Green Party , 126995 , 7 , 7 , 5.9 , 0
24rd 05:07,28 , TOP , The Opportunities Party (TOP) , 48018 , 0 , 0 , 2.2 , 0
24rd 05:07,10 , MAOR , Māori Party , 23456 , 0 , 0 , 1.1 , 0
24rd 05:07,1 , ACT , ACT New Zealand , 10959 , 0 , 1 , 0.5 , 1
24rd 05:07,3 , ALCP , Aotearoa Legalise Cannabis Party , 5853 , 0 , 0 , 0.3 , 0
24rd 05:07,12 , CNSP , Conservative , 5318 , 0 , 0 , 0.2 , 0
24rd 05:07,11 , MANA , MANA , 2775 , 0 , 0 , 0.1 , 0
24rd 05:07,18 , BAN , Ban1080 , 2440 , 0 , 0 , 0.1 , 0
24rd 05:07,29 , NZPP , New Zealand People's Party , 1631 , 0 , 0 , 0.1 , 0
24rd 05:07,9 , UFNZ , United Future , 1471 , 0 , 0 , 0.1 , 0
24rd 05:07,27 , NZOP , NZ Outdoors Party , 1333 , 0 , 0 , 0.1 , 0
24rd 05:07,8 , NZDSC , Democrats for Social Credit , 732 , 0 , 0 , 0.0 , 0
24rd 05:07,14 , IP , Internet Party , 464 , 0 , 0 , 0.0 , 0
24rd 05:08,6 , NAT , National Party , 998813 , 17 , 58 , 46.0 , 41
24rd 05:08,5 , LAB , Labour Party , 776556 , 16 , 45 , 35.8 , 29
24rd 05:08,7 , NZF , New Zealand First Party , 162988 , 9 , 9 , 7.5 , 0
24rd 05:08,4 , GP , Green Party , 126995 , 7 , 7 , 5.9 , 0
24rd 05:08,28 , TOP , The Opportunities Party (TOP) , 48018 , 0 , 0 , 2.2 , 0
24rd 05:08,10 , MAOR , Māori Party , 23456 , 0 , 0 , 1.1 , 0
24rd 05:08,1 , ACT , ACT New Zealand , 10959 , 0 , 1 , 0.5 , 1
24rd 05:08,3 , ALCP , Aotearoa Legalise Cannabis Party , 5853 , 0 , 0 , 0.3 , 0
24rd 05:08,12 , CNSP , Conservative , 5318 , 0 , 0 , 0.2 , 0
24rd 05:08,11 , MANA , MANA , 2775 , 0 , 0 , 0.1 , 0
24rd 05:08,18 , BAN , Ban1080 , 2440 , 0 , 0 , 0.1 , 0
24rd 05:08,29 , NZPP , New Zealand People's Party , 1631 , 0 , 0 , 0.1 , 0
24rd 05:08,9 , UFNZ , United Future , 1471 , 0 , 0 , 0.1 , 0
24rd 05:08,27 , NZOP , NZ Outdoors Party , 1333 , 0 , 0 , 0.1 , 0
24rd 05:08,8 , NZDSC , Democrats for Social Credit , 732 , 0 , 0 , 0.0 , 0
24rd 05:08,14 , IP , Internet Party , 464 , 0 , 0 , 0.0 , 0
24rd 05:09,6 , NAT , National Party , 998813 , 17 , 58 , 46.0 , 41
24rd 05:09,5 , LAB , Labour Party , 776556 , 16 , 45 , 35.8 , 29
24rd 05:09,7 , NZF , New Zealand First Party , 162988 , 9 , 9 , 7.5 , 0
24rd 05:09,4 , GP , Green Party , 126995 , 7 , 7 , 5.9 , 0
24rd 05:09,28 , TOP , The Opportunities Party (TOP) , 48018 , 0 , 0 , 2.2 , 0
24rd 05:09,10 , MAOR , Māori Party , 23456 , 0 , 0 , 1.1 , 0
24rd 05:09,1 , ACT , ACT New Zealand , 10959 , 0 , 1 , 0.5 , 1
24rd 05:09,3 , ALCP , Aotearoa Legalise Cannabis Party , 5853 , 0 , 0 , 0.3 , 0
24rd 05:09,12 , CNSP , Conservative , 5318 , 0 , 0 , 0.2 , 0
24rd 05:09,11 , MANA , MANA , 2775 , 0 , 0 , 0.1 , 0
24rd 05:09,18 , BAN , Ban1080 , 2440 , 0 , 0 , 0.1 , 0
24rd 05:09,29 , NZPP , New Zealand People's Party , 1631 , 0 , 0 , 0.1 , 0
24rd 05:09,9 , UFNZ , United Future , 1471 , 0 , 0 , 0.1 , 0
24rd 05:09,27 , NZOP , NZ Outdoors Party , 1333 , 0 , 0 , 0.1 , 0
24rd 05:09,8 , NZDSC , Democrats for Social Credit , 732 , 0 , 0 , 0.0 , 0
24rd 05:09,14 , IP , Internet Party , 464 , 0 , 0 , 0.0 , 0
24rd 05:10,6 , NAT , National Party , 998813 , 17 , 58 , 46.0 , 41
24rd 05:10,5 , LAB , Labour Party , 776556 , 16 , 45 , 35.8 , 29
24rd 05:10,7 , NZF , New Zealand First Party , 162988 , 9 , 9 , 7.5 , 0
24rd 05:10,4 , GP , Green Party , 126995 , 7 , 7 , 5.9 , 0
24rd 05:10,28 , TOP , The Opportunities Party (TOP) , 48018 , 0 , 0 , 2.2 , 0
24rd 05:10,10 , MAOR , Māori Party , 23456 , 0 , 0 , 1.1 , 0
24rd 05:10,1 , ACT , ACT New Zealand , 10959 , 0 , 1 , 0.5 , 1
24rd 05:10,3 , ALCP , Aotearoa Legalise Cannabis Party , 5853 , 0 , 0 , 0.3 , 0
24rd 05:10,12 , CNSP , Conservative , 5318 , 0 , 0 , 0.2 , 0
24rd 05:10,11 , MANA , MANA , 2775 , 0 , 0 , 0.1 , 0
24rd 05:10,18 , BAN , Ban1080 , 2440 , 0 , 0 , 0.1 , 0
24rd 05:10,29 , NZPP , New Zealand People's Party , 1631 , 0 , 0 , 0.1 , 0
24rd 05:10,9 , UFNZ , United Future , 1471 , 0 , 0 , 0.1 , 0
24rd 05:10,27 , NZOP , NZ Outdoors Party , 1333 , 0 , 0 , 0.1 , 0
24rd 05:10,8 , NZDSC , Democrats for Social Credit , 732 , 0 , 0 , 0.0 , 0
24rd 05:10,14 , IP , Internet Party , 464 , 0 , 0 , 0.0 , 0
24rd 05:11,6 , NAT , National Party , 998813 , 17 , 58 , 46.0 , 41
24rd 05:11,5 , LAB , Labour Party , 776556 , 16 , 45 , 35.8 , 29
24rd 05:11,7 , NZF , New Zealand First Party , 162988 , 9 , 9 , 7.5 , 0
24rd 05:11,4 , GP , Green Party , 126995 , 7 , 7 , 5.9 , 0
24rd 05:11,28 , TOP , The Opportunities Party (TOP) , 48018 , 0 , 0 , 2.2 , 0
24rd 05:11,10 , MAOR , Māori Party , 23456 , 0 , 0 , 1.1 , 0
24rd 05:11,1 , ACT , ACT New Zealand , 10959 , 0 , 1 , 0.5 , 1
24rd 05:11,3 , ALCP , Aotearoa Legalise Cannabis Party , 5853 , 0 , 0 , 0.3 , 0
24rd 05:11,12 , CNSP , Conservative , 5318 , 0 , 0 , 0.2 , 0
24rd 05:11,11 , MANA , MANA , 2775 , 0 , 0 , 0.1 , 0
24rd 05:11,18 , BAN , Ban1080 , 2440 , 0 , 0 , 0.1 , 0
24rd 05:11,29 , NZPP , New Zealand People's Party , 1631 , 0 , 0 , 0.1 , 0
24rd 05:11,9 , UFNZ , United Future , 1471 , 0 , 0 , 0.1 , 0
24rd 05:11,27 , NZOP , NZ Outdoors Party , 1333 , 0 , 0 , 0.1 , 0
24rd 05:11,8 , NZDSC , Democrats for Social Credit , 732 , 0 , 0 , 0.0 , 0
24rd 05:11,14 , IP , Internet Party , 464 , 0 , 0 , 0.0 , 0
24rd 05:12,6 , NAT , National Party , 998813 , 17 , 58 , 46.0 , 41
24rd 05:12,5 , LAB , Labour Party , 776556 , 16 , 45 , 35.8 , 29
24rd 05:12,7 , NZF , New Zealand First Party , 162988 , 9 , 9 , 7.5 , 0
24rd 05:12,4 , GP , Green Party , 126995 , 7 , 7 , 5.9 , 0
24rd 05:12,28 , TOP , The Opportunities Party (TOP) , 48018 , 0 , 0 , 2.2 , 0
24rd 05:12,10 , MAOR , Māori Party , 23456 , 0 , 0 , 1.1 , 0
24rd 05:12,1 , ACT , ACT New Zealand , 10959 , 0 , 1 , 0.5 , 1
24rd 05:12,3 , ALCP , Aotearoa Legalise Cannabis Party , 5853 , 0 , 0 , 0.3 , 0
24rd 05:12,12 , CNSP , Conservative , 5318 , 0 , 0 , 0.2 , 0
24rd 05:12,11 , MANA , MANA , 2775 , 0 , 0 , 0.1 , 0
24rd 05:12,18 , BAN , Ban1080 , 2440 , 0 , 0 , 0.1 , 0
24rd 05:12,29 , NZPP , New Zealand People's Party , 1631 , 0 , 0 , 0.1 , 0
24rd 05:12,9 , UFNZ , United Future , 1471 , 0 , 0 , 0.1 , 0
24rd 05:12,27 , NZOP , NZ Outdoors Party , 1333 , 0 , 0 , 0.1 , 0
24rd 05:12,8 , NZDSC , Democrats for Social Credit , 732 , 0 , 0 , 0.0 , 0
24rd 05:12,14 , IP , Internet Party , 464 , 0 , 0 , 0.0 , 0
24rd 05:13,6 , NAT , National Party , 998813 , 17 , 58 , 46.0 , 41
24rd 05:13,5 , LAB , Labour Party , 776556 , 16 , 45 , 35.8 , 29
24rd 05:13,7 , NZF , New Zealand First Party , 162988 , 9 , 9 , 7.5 , 0
24rd 05:13,4 , GP , Green Party , 126995 , 7 , 7 , 5.9 , 0
24rd 05:13,28 , TOP , The Opportunities Party (TOP) , 48018 , 0 , 0 , 2.2 , 0
24rd 05:13,10 , MAOR , Māori Party , 23456 , 0 , 0 , 1.1 , 0
24rd 05:13,1 , ACT , ACT New Zealand , 10959 , 0 , 1 , 0.5 , 1
24rd 05:13,3 , ALCP , Aotearoa Legalise Cannabis Party , 5853 , 0 , 0 , 0.3 , 0
24rd 05:13,12 , CNSP , Conservative , 5318 , 0 , 0 , 0.2 , 0
24rd 05:13,11 , MANA , MANA , 2775 , 0 , 0 , 0.1 , 0
24rd 05:13,18 , BAN , Ban1080 , 2440 , 0 , 0 , 0.1 , 0
24rd 05:13,29 , NZPP , New Zealand People's Party , 1631 , 0 , 0 , 0.1 , 0
24rd 05:13,9 , UFNZ , United Future , 1471 , 0 , 0 , 0.1 , 0
24rd 05:13,27 , NZOP , NZ Outdoors Party , 1333 , 0 , 0 , 0.1 , 0
24rd 05:13,8 , NZDSC , Democrats for Social Credit , 732 , 0 , 0 , 0.0 , 0
24rd 05:13,14 , IP , Internet Party , 464 , 0 , 0 , 0.0 , 0
24rd 05:14,6 , NAT , National Party , 998813 , 17 , 58 , 46.0 , 41
24rd 05:14,5 , LAB , Labour Party , 776556 , 16 , 45 , 35.8 , 29
24rd 05:14,7 , NZF , New Zealand First Party , 162988 , 9 , 9 , 7.5 , 0
24rd 05:14,4 , GP , Green Party , 126995 , 7 , 7 , 5.9 , 0
24rd 05:14,28 , TOP , The Opportunities Party (TOP) , 48018 , 0 , 0 , 2.2 , 0
24rd 05:14,10 , MAOR , Māori Party , 23456 , 0 , 0 , 1.1 , 0
24rd 05:14,1 , ACT , ACT New Zealand , 10959 , 0 , 1 , 0.5 , 1
24rd 05:14,3 , ALCP , Aotearoa Legalise Cannabis Party , 5853 , 0 , 0 , 0.3 , 0
24rd 05:14,12 , CNSP , Conservative , 5318 , 0 , 0 , 0.2 , 0
24rd 05:14,11 , MANA , MANA , 2775 , 0 , 0 , 0.1 , 0
24rd 05:14,18 , BAN , Ban1080 , 2440 , 0 , 0 , 0.1 , 0
24rd 05:14,29 , NZPP , New Zealand People's Party , 1631 , 0 , 0 , 0.1 , 0
24rd 05:14,9 , UFNZ , United Future , 1471 , 0 , 0 , 0.1 , 0
24rd 05:14,27 , NZOP , NZ Outdoors Party , 1333 , 0 , 0 , 0.1 , 0
24rd 05:14,8 , NZDSC , Democrats for Social Credit , 732 , 0 , 0 , 0.0 , 0
24rd 05:14,14 , IP , Internet Party , 464 , 0 , 0 , 0.0 , 0
24rd 05:15,6 , NAT , National Party , 998813 , 17 , 58 , 46.0 , 41
24rd 05:15,5 , LAB , Labour Party , 776556 , 16 , 45 , 35.8 , 29
24rd 05:15,7 , NZF , New Zealand First Party , 162988 , 9 , 9 , 7.5 , 0
24rd 05:15,4 , GP , Green Party , 126995 , 7 , 7 , 5.9 , 0
24rd 05:15,28 , TOP , The Opportunities Party (TOP) , 48018 , 0 , 0 , 2.2 , 0
24rd 05:15,10 , MAOR , Māori Party , 23456 , 0 , 0 , 1.1 , 0
24rd 05:15,1 , ACT , ACT New Zealand , 10959 , 0 , 1 , 0.5 , 1
24rd 05:15,3 , ALCP , Aotearoa Legalise Cannabis Party , 5853 , 0 , 0 , 0.3 , 0
24rd 05:15,12 , CNSP , Conservative , 5318 , 0 , 0 , 0.2 , 0
24rd 05:15,11 , MANA , MANA , 2775 , 0 , 0 , 0.1 , 0
24rd 05:15,18 , BAN , Ban1080 , 2440 , 0 , 0 , 0.1 , 0
24rd 05:15,29 , NZPP , New Zealand People's Party , 1631 , 0 , 0 , 0.1 , 0
24rd 05:15,9 , UFNZ , United Future , 1471 , 0 , 0 , 0.1 , 0
24rd 05:15,27 , NZOP , NZ Outdoors Party , 1333 , 0 , 0 , 0.1 , 0
24rd 05:15,8 , NZDSC , Democrats for Social Credit , 732 , 0 , 0 , 0.0 , 0
24rd 05:15,14 , IP , Internet Party , 464 , 0 , 0 , 0.0 , 0
24rd 05:16,6 , NAT , National Party , 998813 , 17 , 58 , 46.0 , 41
24rd 05:16,5 , LAB , Labour Party , 776556 , 16 , 45 , 35.8 , 29
24rd 05:16,7 , NZF , New Zealand First Party , 162988 , 9 , 9 , 7.5 , 0
24rd 05:16,4 , GP , Green Party , 126995 , 7 , 7 , 5.9 , 0
24rd 05:16,28 , TOP , The Opportunities Party (TOP) , 48018 , 0 , 0 , 2.2 , 0
24rd 05:16,10 , MAOR , Māori Party , 23456 , 0 , 0 , 1.1 , 0
24rd 05:16,1 , ACT , ACT New Zealand , 10959 , 0 , 1 , 0.5 , 1
24rd 05:16,3 , ALCP , Aotearoa Legalise Cannabis Party , 5853 , 0 , 0 , 0.3 , 0
24rd 05:16,12 , CNSP , Conservative , 5318 , 0 , 0 , 0.2 , 0
24rd 05:16,11 , MANA , MANA , 2775 , 0 , 0 , 0.1 , 0
24rd 05:16,18 , BAN , Ban1080 , 2440 , 0 , 0 , 0.1 , 0
24rd 05:16,29 , NZPP , New Zealand People's Party , 1631 , 0 , 0 , 0.1 , 0
24rd 05:16,9 , UFNZ , United Future , 1471 , 0 , 0 , 0.1 , 0
24rd 05:16,27 , NZOP , NZ Outdoors Party , 1333 , 0 , 0 , 0.1 , 0
24rd 05:16,8 , NZDSC , Democrats for Social Credit , 732 , 0 , 0 , 0.0 , 0
24rd 05:16,14 , IP , Internet Party , 464 , 0 , 0 , 0.0 , 0
24rd 05:17,6 , NAT , National Party , 998813 , 17 , 58 , 46.0 , 41
24rd 05:17,5 , LAB , Labour Party , 776556 , 16 , 45 , 35.8 , 29
24rd 05:17,7 , NZF , New Zealand First Party , 162988 , 9 , 9 , 7.5 , 0
24rd 05:17,4 , GP , Green Party , 126995 , 7 , 7 , 5.9 , 0
24rd 05:17,28 , TOP , The Opportunities Party (TOP) , 48018 , 0 , 0 , 2.2 , 0
24rd 05:17,10 , MAOR , Māori Party , 23456 , 0 , 0 , 1.1 , 0
24rd 05:17,1 , ACT , ACT New Zealand , 10959 , 0 , 1 , 0.5 , 1
24rd 05:17,3 , ALCP , Aotearoa Legalise Cannabis Party , 5853 , 0 , 0 , 0.3 , 0
24rd 05:17,12 , CNSP , Conservative , 5318 , 0 , 0 , 0.2 , 0
24rd 05:17,11 , MANA , MANA , 2775 , 0 , 0 , 0.1 , 0
24rd 05:17,18 , BAN , Ban1080 , 2440 , 0 , 0 , 0.1 , 0
24rd 05:17,29 , NZPP , New Zealand People's Party , 1631 , 0 , 0 , 0.1 , 0
24rd 05:17,9 , UFNZ , United Future , 1471 , 0 , 0 , 0.1 , 0
