Day-Date,PartyID,PartySht,Party,Party Votes,Party Seats,Total Seats,Party Votes %,Candidate Seats
23rd 21:41,3 , ALCP , Aotearoa Legalise Cannabis Party , 4145 , 0 , 0 , 0.3 , 0
23rd 21:41,12 , CNSP , Conservative , 3873 , 0 , 0 , 0.2 , 0
23rd 21:41,11 , MANA , MANA , 1839 , 0 , 0 , 0.1 , 0
23rd 21:41,18 , BAN , Ban1080 , 1809 , 0 , 0 , 0.1 , 0
23rd 21:41,29 , NZPP , New Zealand People's Party , 1219 , 0 , 0 , 0.1 , 0
23rd 21:41,9 , UFNZ , United Future , 1085 , 0 , 0 , 0.1 , 0
23rd 21:41,27 , NZOP , NZ Outdoors Party , 979 , 0 , 0 , 0.1 , 0
23rd 21:41,14 , IP , Internet Party , 694 , 0 , 0 , 0.0 , 0
23rd 21:41,8 , NZDSC , Democrats for Social Credit , 601 , 0 , 0 , 0.0 , 0
23rd 21:42,6 , NAT , National Party , 760679 , 17 , 58 , 46.5 , 41
23rd 21:42,5 , LAB , Labour Party , 579667 , 16 , 45 , 35.5 , 29
23rd 21:42,7 , NZF , New Zealand First Party , 120915 , 9 , 9 , 7.4 , 0
23rd 21:42,4 , GP , Green Party , 96179 , 7 , 7 , 5.9 , 0
23rd 21:42,28 , TOP , The Opportunities Party (TOP) , 35224 , 0 , 0 , 2.2 , 0
23rd 21:42,10 , MAOR , Māori Party , 17573 , 0 , 0 , 1.1 , 0
23rd 21:42,1 , ACT , ACT New Zealand , 8070 , 0 , 1 , 0.5 , 1
23rd 21:42,3 , ALCP , Aotearoa Legalise Cannabis Party , 4172 , 0 , 0 , 0.3 , 0
23rd 21:42,12 , CNSP , Conservative , 3906 , 0 , 0 , 0.2 , 0
23rd 21:42,11 , MANA , MANA , 1852 , 0 , 0 , 0.1 , 0
23rd 21:42,18 , BAN , Ban1080 , 1816 , 0 , 0 , 0.1 , 0
23rd 21:42,29 , NZPP , New Zealand People's Party , 1225 , 0 , 0 , 0.1 , 0
23rd 21:42,9 , UFNZ , United Future , 1092 , 0 , 0 , 0.1 , 0
23rd 21:42,27 , NZOP , NZ Outdoors Party , 986 , 0 , 0 , 0.1 , 0
23rd 21:42,14 , IP , Internet Party , 695 , 0 , 0 , 0.0 , 0
23rd 21:42,8 , NZDSC , Democrats for Social Credit , 603 , 0 , 0 , 0.0 , 0
23rd 21:43,6 , NAT , National Party , 766961 , 17 , 58 , 46.5 , 41
23rd 21:43,5 , LAB , Labour Party , 585045 , 16 , 45 , 35.5 , 29
23rd 21:43,7 , NZF , New Zealand First Party , 122048 , 9 , 9 , 7.4 , 0
23rd 21:43,4 , GP , Green Party , 96992 , 7 , 7 , 5.9 , 0
23rd 21:43,28 , TOP , The Opportunities Party (TOP) , 35564 , 0 , 0 , 2.2 , 0
23rd 21:43,10 , MAOR , Māori Party , 17748 , 0 , 0 , 1.1 , 0
23rd 21:43,1 , ACT , ACT New Zealand , 8134 , 0 , 1 , 0.5 , 1
23rd 21:43,3 , ALCP , Aotearoa Legalise Cannabis Party , 4210 , 0 , 0 , 0.3 , 0
23rd 21:43,12 , CNSP , Conservative , 3957 , 0 , 0 , 0.2 , 0
23rd 21:43,11 , MANA , MANA , 1866 , 0 , 0 , 0.1 , 0
23rd 21:43,18 , BAN , Ban1080 , 1839 , 0 , 0 , 0.1 , 0
23rd 21:43,29 , NZPP , New Zealand People's Party , 1234 , 0 , 0 , 0.1 , 0
23rd 21:43,9 , UFNZ , United Future , 1100 , 0 , 0 , 0.1 , 0
23rd 21:43,27 , NZOP , NZ Outdoors Party , 998 , 0 , 0 , 0.1 , 0
23rd 21:43,14 , IP , Internet Party , 707 , 0 , 0 , 0.0 , 0
23rd 21:43,8 , NZDSC , Democrats for Social Credit , 613 , 0 , 0 , 0.0 , 0
23rd 21:44,6 , NAT , National Party , 771990 , 17 , 58 , 46.5 , 41
23rd 21:44,5 , LAB , Labour Party , 589523 , 16 , 45 , 35.5 , 29
23rd 21:44,7 , NZF , New Zealand First Party , 123256 , 9 , 9 , 7.4 , 0
23rd 21:44,4 , GP , Green Party , 97672 , 7 , 7 , 5.9 , 0
23rd 21:44,28 , TOP , The Opportunities Party (TOP) , 35819 , 0 , 0 , 2.2 , 0
23rd 21:44,10 , MAOR , Māori Party , 17425 , 0 , 0 , 1.0 , 0
23rd 21:44,1 , ACT , ACT New Zealand , 8185 , 0 , 1 , 0.5 , 1
23rd 21:44,3 , ALCP , Aotearoa Legalise Cannabis Party , 4250 , 0 , 0 , 0.3 , 0
23rd 21:44,12 , CNSP , Conservative , 3981 , 0 , 0 , 0.2 , 0
23rd 21:44,11 , MANA , MANA , 1898 , 0 , 0 , 0.1 , 0
23rd 21:44,18 , BAN , Ban1080 , 1851 , 0 , 0 , 0.1 , 0
23rd 21:44,29 , NZPP , New Zealand People's Party , 1253 , 0 , 0 , 0.1 , 0
23rd 21:44,9 , UFNZ , United Future , 1103 , 0 , 0 , 0.1 , 0
23rd 21:44,27 , NZOP , NZ Outdoors Party , 1002 , 0 , 0 , 0.1 , 0
23rd 21:44,8 , NZDSC , Democrats for Social Credit , 576 , 0 , 0 , 0.0 , 0
23rd 21:44,14 , IP , Internet Party , 350 , 0 , 0 , 0.0 , 0
23rd 21:45,6 , NAT , National Party , 771990 , 17 , 58 , 46.5 , 41
23rd 21:45,5 , LAB , Labour Party , 589523 , 16 , 45 , 35.5 , 29
23rd 21:45,7 , NZF , New Zealand First Party , 123256 , 9 , 9 , 7.4 , 0
23rd 21:45,4 , GP , Green Party , 97672 , 7 , 7 , 5.9 , 0
23rd 21:45,28 , TOP , The Opportunities Party (TOP) , 35819 , 0 , 0 , 2.2 , 0
23rd 21:45,10 , MAOR , Māori Party , 17425 , 0 , 0 , 1.0 , 0
23rd 21:45,1 , ACT , ACT New Zealand , 8185 , 0 , 1 , 0.5 , 1
23rd 21:45,3 , ALCP , Aotearoa Legalise Cannabis Party , 4250 , 0 , 0 , 0.3 , 0
23rd 21:45,12 , CNSP , Conservative , 3981 , 0 , 0 , 0.2 , 0
23rd 21:45,11 , MANA , MANA , 1898 , 0 , 0 , 0.1 , 0
23rd 21:45,18 , BAN , Ban1080 , 1851 , 0 , 0 , 0.1 , 0
23rd 21:45,29 , NZPP , New Zealand People's Party , 1253 , 0 , 0 , 0.1 , 0
23rd 21:45,9 , UFNZ , United Future , 1103 , 0 , 0 , 0.1 , 0
23rd 21:45,27 , NZOP , NZ Outdoors Party , 1002 , 0 , 0 , 0.1 , 0
23rd 21:45,8 , NZDSC , Democrats for Social Credit , 576 , 0 , 0 , 0.0 , 0
23rd 21:45,14 , IP , Internet Party , 350 , 0 , 0 , 0.0 , 0
23rd 21:46,6 , NAT , National Party , 780266 , 17 , 58 , 46.4 , 41
23rd 21:46,5 , LAB , Labour Party , 597370 , 16 , 45 , 35.6 , 29
23rd 21:46,7 , NZF , New Zealand First Party , 124935 , 9 , 9 , 7.4 , 0
23rd 21:46,4 , GP , Green Party , 98823 , 7 , 7 , 5.9 , 0
23rd 21:46,28 , TOP , The Opportunities Party (TOP) , 36348 , 0 , 0 , 2.2 , 0
23rd 21:46,10 , MAOR , Māori Party , 17658 , 0 , 0 , 1.1 , 0
23rd 21:46,1 , ACT , ACT New Zealand , 8302 , 0 , 1 , 0.5 , 1
23rd 21:46,3 , ALCP , Aotearoa Legalise Cannabis Party , 4304 , 0 , 0 , 0.3 , 0
23rd 21:46,12 , CNSP , Conservative , 4035 , 0 , 0 , 0.2 , 0
23rd 21:46,11 , MANA , MANA , 1921 , 0 , 0 , 0.1 , 0
23rd 21:46,18 , BAN , Ban1080 , 1873 , 0 , 0 , 0.1 , 0
23rd 21:46,29 , NZPP , New Zealand People's Party , 1277 , 0 , 0 , 0.1 , 0
23rd 21:46,9 , UFNZ , United Future , 1121 , 0 , 0 , 0.1 , 0
23rd 21:46,27 , NZOP , NZ Outdoors Party , 1020 , 0 , 0 , 0.1 , 0
23rd 21:46,8 , NZDSC , Democrats for Social Credit , 582 , 0 , 0 , 0.0 , 0
23rd 21:46,14 , IP , Internet Party , 358 , 0 , 0 , 0.0 , 0
23rd 21:47,6 , NAT , National Party , 787782 , 17 , 58 , 46.5 , 41
23rd 21:47,5 , LAB , Labour Party , 602510 , 16 , 45 , 35.5 , 29
23rd 21:47,7 , NZF , New Zealand First Party , 125977 , 9 , 9 , 7.4 , 0
23rd 21:47,4 , GP , Green Party , 99551 , 7 , 7 , 5.9 , 0
23rd 21:47,28 , TOP , The Opportunities Party (TOP) , 36682 , 0 , 0 , 2.2 , 0
23rd 21:47,10 , MAOR , Māori Party , 17875 , 0 , 0 , 1.1 , 0
23rd 21:47,1 , ACT , ACT New Zealand , 8387 , 0 , 1 , 0.5 , 1
23rd 21:47,3 , ALCP , Aotearoa Legalise Cannabis Party , 4344 , 0 , 0 , 0.3 , 0
23rd 21:47,12 , CNSP , Conservative , 4106 , 0 , 0 , 0.2 , 0
23rd 21:47,11 , MANA , MANA , 1928 , 0 , 0 , 0.1 , 0
23rd 21:47,18 , BAN , Ban1080 , 1894 , 0 , 0 , 0.1 , 0
23rd 21:47,29 , NZPP , New Zealand People's Party , 1284 , 0 , 0 , 0.1 , 0
23rd 21:47,9 , UFNZ , United Future , 1134 , 0 , 0 , 0.1 , 0
23rd 21:47,27 , NZOP , NZ Outdoors Party , 1026 , 0 , 0 , 0.1 , 0
23rd 21:47,8 , NZDSC , Democrats for Social Credit , 591 , 0 , 0 , 0.0 , 0
23rd 21:47,14 , IP , Internet Party , 361 , 0 , 0 , 0.0 , 0
23rd 21:48,6 , NAT , National Party , 794260 , 17 , 58 , 46.5 , 41
23rd 21:48,5 , LAB , Labour Party , 607368 , 16 , 45 , 35.5 , 29
23rd 21:48,7 , NZF , New Zealand First Party , 126978 , 9 , 9 , 7.4 , 0
23rd 21:48,4 , GP , Green Party , 100308 , 7 , 7 , 5.9 , 0
23rd 21:48,28 , TOP , The Opportunities Party (TOP) , 37002 , 0 , 0 , 2.2 , 0
23rd 21:48,10 , MAOR , Māori Party , 18045 , 0 , 0 , 1.1 , 0
23rd 21:48,1 , ACT , ACT New Zealand , 8495 , 0 , 1 , 0.5 , 1
23rd 21:48,3 , ALCP , Aotearoa Legalise Cannabis Party , 4389 , 0 , 0 , 0.3 , 0
23rd 21:48,12 , CNSP , Conservative , 4144 , 0 , 0 , 0.2 , 0
23rd 21:48,11 , MANA , MANA , 1943 , 0 , 0 , 0.1 , 0
23rd 21:48,18 , BAN , Ban1080 , 1906 , 0 , 0 , 0.1 , 0
23rd 21:48,29 , NZPP , New Zealand People's Party , 1292 , 0 , 0 , 0.1 , 0
23rd 21:48,9 , UFNZ , United Future , 1145 , 0 , 0 , 0.1 , 0
23rd 21:48,27 , NZOP , NZ Outdoors Party , 1034 , 0 , 0 , 0.1 , 0
23rd 21:48,8 , NZDSC , Democrats for Social Credit , 597 , 0 , 0 , 0.0 , 0
23rd 21:48,14 , IP , Internet Party , 367 , 0 , 0 , 0.0 , 0
23rd 21:49,6 , NAT , National Party , 798172 , 17 , 58 , 46.5 , 41
23rd 21:49,5 , LAB , Labour Party , 610680 , 16 , 45 , 35.5 , 29
23rd 21:49,7 , NZF , New Zealand First Party , 127658 , 9 , 9 , 7.4 , 0
23rd 21:49,4 , GP , Green Party , 100733 , 7 , 7 , 5.9 , 0
23rd 21:49,28 , TOP , The Opportunities Party (TOP) , 37177 , 0 , 0 , 2.2 , 0
23rd 21:49,10 , MAOR , Māori Party , 18173 , 0 , 0 , 1.1 , 0
23rd 21:49,1 , ACT , ACT New Zealand , 8559 , 0 , 1 , 0.5 , 1
23rd 21:49,3 , ALCP , Aotearoa Legalise Cannabis Party , 4424 , 0 , 0 , 0.3 , 0
23rd 21:49,12 , CNSP , Conservative , 4176 , 0 , 0 , 0.2 , 0
23rd 21:49,11 , MANA , MANA , 1946 , 0 , 0 , 0.1 , 0
23rd 21:49,18 , BAN , Ban1080 , 1914 , 0 , 0 , 0.1 , 0
23rd 21:49,29 , NZPP , New Zealand People's Party , 1294 , 0 , 0 , 0.1 , 0
23rd 21:49,9 , UFNZ , United Future , 1152 , 0 , 0 , 0.1 , 0
23rd 21:49,27 , NZOP , NZ Outdoors Party , 1037 , 0 , 0 , 0.1 , 0
23rd 21:49,8 , NZDSC , Democrats for Social Credit , 598 , 0 , 0 , 0.0 , 0
23rd 21:49,14 , IP , Internet Party , 368 , 0 , 0 , 0.0 , 0
23rd 21:50,6 , NAT , National Party , 804340 , 17 , 58 , 46.4 , 41
23rd 21:50,5 , LAB , Labour Party , 615964 , 16 , 45 , 35.6 , 29
23rd 21:50,7 , NZF , New Zealand First Party , 128623 , 9 , 9 , 7.4 , 0
23rd 21:50,4 , GP , Green Party , 101538 , 7 , 7 , 5.9 , 0
23rd 21:50,28 , TOP , The Opportunities Party (TOP) , 37565 , 0 , 0 , 2.2 , 0
23rd 21:50,10 , MAOR , Māori Party , 18318 , 0 , 0 , 1.1 , 0
23rd 21:50,1 , ACT , ACT New Zealand , 8653 , 0 , 1 , 0.5 , 1
23rd 21:50,3 , ALCP , Aotearoa Legalise Cannabis Party , 4460 , 0 , 0 , 0.3 , 0
23rd 21:50,12 , CNSP , Conservative , 4216 , 0 , 0 , 0.2 , 0
23rd 21:50,11 , MANA , MANA , 1956 , 0 , 0 , 0.1 , 0
23rd 21:50,18 , BAN , Ban1080 , 1927 , 0 , 0 , 0.1 , 0
23rd 21:50,29 , NZPP , New Zealand People's Party , 1302 , 0 , 0 , 0.1 , 0
23rd 21:50,9 , UFNZ , United Future , 1162 , 0 , 0 , 0.1 , 0
23rd 21:50,27 , NZOP , NZ Outdoors Party , 1046 , 0 , 0 , 0.1 , 0
23rd 21:50,8 , NZDSC , Democrats for Social Credit , 601 , 0 , 0 , 0.0 , 0
23rd 21:50,14 , IP , Internet Party , 372 , 0 , 0 , 0.0 , 0
23rd 21:51,6 , NAT , National Party , 808981 , 17 , 58 , 46.5 , 41
23rd 21:51,5 , LAB , Labour Party , 619331 , 16 , 45 , 35.6 , 29
23rd 21:51,7 , NZF , New Zealand First Party , 129365 , 9 , 9 , 7.4 , 0
23rd 21:51,4 , GP , Green Party , 101935 , 7 , 7 , 5.9 , 0
23rd 21:51,28 , TOP , The Opportunities Party (TOP) , 37769 , 0 , 0 , 2.2 , 0
23rd 21:51,10 , MAOR , Māori Party , 18378 , 0 , 0 , 1.1 , 0
23rd 21:51,1 , ACT , ACT New Zealand , 8701 , 0 , 1 , 0.5 , 1
23rd 21:51,3 , ALCP , Aotearoa Legalise Cannabis Party , 4486 , 0 , 0 , 0.3 , 0
23rd 21:51,12 , CNSP , Conservative , 4236 , 0 , 0 , 0.2 , 0
23rd 21:51,11 , MANA , MANA , 1971 , 0 , 0 , 0.1 , 0
23rd 21:51,18 , BAN , Ban1080 , 1939 , 0 , 0 , 0.1 , 0
23rd 21:51,29 , NZPP , New Zealand People's Party , 1307 , 0 , 0 , 0.1 , 0
23rd 21:51,9 , UFNZ , United Future , 1166 , 0 , 0 , 0.1 , 0
23rd 21:51,27 , NZOP , NZ Outdoors Party , 1051 , 0 , 0 , 0.1 , 0
23rd 21:51,8 , NZDSC , Democrats for Social Credit , 604 , 0 , 0 , 0.0 , 0
23rd 21:51,14 , IP , Internet Party , 372 , 0 , 0 , 0.0 , 0
23rd 21:52,6 , NAT , National Party , 811831 , 17 , 58 , 46.4 , 41
23rd 21:52,5 , LAB , Labour Party , 622312 , 16 , 45 , 35.6 , 29
23rd 21:52,7 , NZF , New Zealand First Party , 129903 , 9 , 9 , 7.4 , 0
23rd 21:52,4 , GP , Green Party , 102348 , 7 , 7 , 5.9 , 0
23rd 21:52,28 , TOP , The Opportunities Party (TOP) , 37904 , 0 , 0 , 2.2 , 0
23rd 21:52,10 , MAOR , Māori Party , 18442 , 0 , 0 , 1.1 , 0
23rd 21:52,1 , ACT , ACT New Zealand , 8740 , 0 , 1 , 0.5 , 1
23rd 21:52,3 , ALCP , Aotearoa Legalise Cannabis Party , 4510 , 0 , 0 , 0.3 , 0
23rd 21:52,12 , CNSP , Conservative , 4252 , 0 , 0 , 0.2 , 0
23rd 21:52,11 , MANA , MANA , 1976 , 0 , 0 , 0.1 , 0
23rd 21:52,18 , BAN , Ban1080 , 1949 , 0 , 0 , 0.1 , 0
23rd 21:52,29 , NZPP , New Zealand People's Party , 1313 , 0 , 0 , 0.1 , 0
23rd 21:52,9 , UFNZ , United Future , 1167 , 0 , 0 , 0.1 , 0
23rd 21:52,27 , NZOP , NZ Outdoors Party , 1058 , 0 , 0 , 0.1 , 0
23rd 21:52,8 , NZDSC , Democrats for Social Credit , 606 , 0 , 0 , 0.0 , 0
23rd 21:52,14 , IP , Internet Party , 375 , 0 , 0 , 0.0 , 0
23rd 21:53,6 , NAT , National Party , 820261 , 17 , 58 , 46.5 , 41
23rd 21:53,5 , LAB , Labour Party , 628027 , 16 , 45 , 35.6 , 29
23rd 21:53,7 , NZF , New Zealand First Party , 131223 , 9 , 9 , 7.4 , 0
23rd 21:53,4 , GP , Green Party , 103208 , 7 , 7 , 5.8 , 0
23rd 21:53,28 , TOP , The Opportunities Party (TOP) , 38298 , 0 , 0 , 2.2 , 0
23rd 21:53,10 , MAOR , Māori Party , 18617 , 0 , 0 , 1.1 , 0
23rd 21:53,1 , ACT , ACT New Zealand , 8823 , 0 , 1 , 0.5 , 1
23rd 21:53,3 , ALCP , Aotearoa Legalise Cannabis Party , 4553 , 0 , 0 , 0.3 , 0
23rd 21:53,12 , CNSP , Conservative , 4290 , 0 , 0 , 0.2 , 0
23rd 21:53,11 , MANA , MANA , 1999 , 0 , 0 , 0.1 , 0
23rd 21:53,18 , BAN , Ban1080 , 1965 , 0 , 0 , 0.1 , 0
23rd 21:53,29 , NZPP , New Zealand People's Party , 1323 , 0 , 0 , 0.1 , 0
23rd 21:53,9 , UFNZ , United Future , 1184 , 0 , 0 , 0.1 , 0
23rd 21:53,27 , NZOP , NZ Outdoors Party , 1069 , 0 , 0 , 0.1 , 0
23rd 21:53,8 , NZDSC , Democrats for Social Credit , 609 , 0 , 0 , 0.0 , 0
23rd 21:53,14 , IP , Internet Party , 378 , 0 , 0 , 0.0 , 0
23rd 21:54,6 , NAT , National Party , 822865 , 17 , 58 , 46.4 , 41
23rd 21:54,5 , LAB , Labour Party , 630400 , 16 , 45 , 35.6 , 29
23rd 21:54,7 , NZF , New Zealand First Party , 131607 , 9 , 9 , 7.4 , 0
23rd 21:54,4 , GP , Green Party , 103544 , 7 , 7 , 5.8 , 0
23rd 21:54,28 , TOP , The Opportunities Party (TOP) , 38427 , 0 , 0 , 2.2 , 0
23rd 21:54,10 , MAOR , Māori Party , 18754 , 0 , 0 , 1.1 , 0
23rd 21:54,1 , ACT , ACT New Zealand , 8860 , 0 , 1 , 0.5 , 1
23rd 21:54,3 , ALCP , Aotearoa Legalise Cannabis Party , 4576 , 0 , 0 , 0.3 , 0
23rd 21:54,12 , CNSP , Conservative , 4305 , 0 , 0 , 0.2 , 0
23rd 21:54,11 , MANA , MANA , 2006 , 0 , 0 , 0.1 , 0
23rd 21:54,18 , BAN , Ban1080 , 1973 , 0 , 0 , 0.1 , 0
23rd 21:54,29 , NZPP , New Zealand People's Party , 1328 , 0 , 0 , 0.1 , 0
23rd 21:54,9 , UFNZ , United Future , 1191 , 0 , 0 , 0.1 , 0
23rd 21:54,27 , NZOP , NZ Outdoors Party , 1073 , 0 , 0 , 0.1 , 0
23rd 21:54,8 , NZDSC , Democrats for Social Credit , 610 , 0 , 0 , 0.0 , 0
23rd 21:54,14 , IP , Internet Party , 379 , 0 , 0 , 0.0 , 0
23rd 21:55,6 , NAT , National Party , 825892 , 17 , 58 , 46.4 , 41
23rd 21:55,5 , LAB , Labour Party , 632627 , 16 , 45 , 35.6 , 29
23rd 21:55,7 , NZF , New Zealand First Party , 132111 , 9 , 9 , 7.4 , 0
23rd 21:55,4 , GP , Green Party , 103905 , 7 , 7 , 5.8 , 0
23rd 21:55,28 , TOP , The Opportunities Party (TOP) , 38599 , 0 , 0 , 2.2 , 0
23rd 21:55,10 , MAOR , Māori Party , 18814 , 0 , 0 , 1.1 , 0
23rd 21:55,1 , ACT , ACT New Zealand , 8888 , 0 , 1 , 0.5 , 1
23rd 21:55,3 , ALCP , Aotearoa Legalise Cannabis Party , 4585 , 0 , 0 , 0.3 , 0
23rd 21:55,12 , CNSP , Conservative , 4329 , 0 , 0 , 0.2 , 0
23rd 21:55,11 , MANA , MANA , 2017 , 0 , 0 , 0.1 , 0
23rd 21:55,18 , BAN , Ban1080 , 1976 , 0 , 0 , 0.1 , 0
23rd 21:55,29 , NZPP , New Zealand People's Party , 1333 , 0 , 0 , 0.1 , 0
23rd 21:55,9 , UFNZ , United Future , 1196 , 0 , 0 , 0.1 , 0
23rd 21:55,27 , NZOP , NZ Outdoors Party , 1074 , 0 , 0 , 0.1 , 0
23rd 21:55,8 , NZDSC , Democrats for Social Credit , 610 , 0 , 0 , 0.0 , 0
23rd 21:55,14 , IP , Internet Party , 380 , 0 , 0 , 0.0 , 0
23rd 21:56,6 , NAT , National Party , 833788 , 17 , 58 , 46.4 , 41
23rd 21:56,5 , LAB , Labour Party , 639292 , 16 , 45 , 35.6 , 29
23rd 21:56,7 , NZF , New Zealand First Party , 133268 , 9 , 9 , 7.4 , 0
23rd 21:56,4 , GP , Green Party , 104918 , 7 , 7 , 5.8 , 0
23rd 21:56,28 , TOP , The Opportunities Party (TOP) , 39045 , 0 , 0 , 2.2 , 0
23rd 21:56,10 , MAOR , Māori Party , 19012 , 0 , 0 , 1.1 , 0
23rd 21:56,1 , ACT , ACT New Zealand , 8967 , 0 , 1 , 0.5 , 1
23rd 21:56,3 , ALCP , Aotearoa Legalise Cannabis Party , 4649 , 0 , 0 , 0.3 , 0
23rd 21:56,12 , CNSP , Conservative , 4371 , 0 , 0 , 0.2 , 0
23rd 21:56,11 , MANA , MANA , 2052 , 0 , 0 , 0.1 , 0
23rd 21:56,18 , BAN , Ban1080 , 1984 , 0 , 0 , 0.1 , 0
23rd 21:56,29 , NZPP , New Zealand People's Party , 1348 , 0 , 0 , 0.1 , 0
23rd 21:56,9 , UFNZ , United Future , 1204 , 0 , 0 , 0.1 , 0
23rd 21:56,27 , NZOP , NZ Outdoors Party , 1084 , 0 , 0 , 0.1 , 0
23rd 21:56,8 , NZDSC , Democrats for Social Credit , 614 , 0 , 0 , 0.0 , 0
23rd 21:56,14 , IP , Internet Party , 384 , 0 , 0 , 0.0 , 0
23rd 21:57,6 , NAT , National Party , 839339 , 17 , 58 , 46.5 , 41
23rd 21:57,5 , LAB , Labour Party , 642900 , 16 , 45 , 35.6 , 29
23rd 21:57,7 , NZF , New Zealand First Party , 133908 , 9 , 9 , 7.4 , 0
23rd 21:57,4 , GP , Green Party , 105531 , 7 , 7 , 5.8 , 0
23rd 21:57,28 , TOP , The Opportunities Party (TOP) , 39281 , 0 , 0 , 2.2 , 0
23rd 21:57,10 , MAOR , Māori Party , 19102 , 0 , 0 , 1.1 , 0
23rd 21:57,1 , ACT , ACT New Zealand , 9057 , 0 , 1 , 0.5 , 1
23rd 21:57,3 , ALCP , Aotearoa Legalise Cannabis Party , 4672 , 0 , 0 , 0.3 , 0
23rd 21:57,12 , CNSP , Conservative , 4398 , 0 , 0 , 0.2 , 0
23rd 21:57,11 , MANA , MANA , 2056 , 0 , 0 , 0.1 , 0
23rd 21:57,18 , BAN , Ban1080 , 2002 , 0 , 0 , 0.1 , 0
23rd 21:57,29 , NZPP , New Zealand People's Party , 1355 , 0 , 0 , 0.1 , 0
23rd 21:57,9 , UFNZ , United Future , 1212 , 0 , 0 , 0.1 , 0
23rd 21:57,27 , NZOP , NZ Outdoors Party , 1090 , 0 , 0 , 0.1 , 0
23rd 21:57,8 , NZDSC , Democrats for Social Credit , 615 , 0 , 0 , 0.0 , 0
23rd 21:57,14 , IP , Internet Party , 389 , 0 , 0 , 0.0 , 0
23rd 21:58,6 , NAT , National Party , 846126 , 18 , 58 , 46.5 , 40
23rd 21:58,5 , LAB , Labour Party , 647691 , 16 , 45 , 35.6 , 29
23rd 21:58,7 , NZF , New Zealand First Party , 135222 , 8 , 9 , 7.4 , 1
23rd 21:58,4 , GP , Green Party , 106313 , 7 , 7 , 5.8 , 0
23rd 21:58,28 , TOP , The Opportunities Party (TOP) , 39643 , 0 , 0 , 2.2 , 0
23rd 21:58,10 , MAOR , Māori Party , 19258 , 0 , 0 , 1.1 , 0
23rd 21:58,1 , ACT , ACT New Zealand , 9138 , 0 , 1 , 0.5 , 1
23rd 21:58,3 , ALCP , Aotearoa Legalise Cannabis Party , 4722 , 0 , 0 , 0.3 , 0
23rd 21:58,12 , CNSP , Conservative , 4433 , 0 , 0 , 0.2 , 0
23rd 21:58,11 , MANA , MANA , 2087 , 0 , 0 , 0.1 , 0
23rd 21:58,18 , BAN , Ban1080 , 2019 , 0 , 0 , 0.1 , 0
23rd 21:58,29 , NZPP , New Zealand People's Party , 1367 , 0 , 0 , 0.1 , 0
23rd 21:58,9 , UFNZ , United Future , 1220 , 0 , 0 , 0.1 , 0
23rd 21:58,27 , NZOP , NZ Outdoors Party , 1103 , 0 , 0 , 0.1 , 0
23rd 21:58,8 , NZDSC , Democrats for Social Credit , 642 , 0 , 0 , 0.0 , 0
23rd 21:58,14 , IP , Internet Party , 501 , 0 , 0 , 0.0 , 0
23rd 21:59,6 , NAT , National Party , 849183 , 18 , 58 , 46.4 , 40
23rd 21:59,5 , LAB , Labour Party , 650385 , 16 , 45 , 35.6 , 29
23rd 21:59,7 , NZF , New Zealand First Party , 135749 , 8 , 9 , 7.4 , 1
23rd 21:59,4 , GP , Green Party , 106739 , 7 , 7 , 5.8 , 0
23rd 21:59,28 , TOP , The Opportunities Party (TOP) , 39786 , 0 , 0 , 2.2 , 0
23rd 21:59,10 , MAOR , Māori Party , 19385 , 0 , 0 , 1.1 , 0
23rd 21:59,1 , ACT , ACT New Zealand , 9190 , 0 , 1 , 0.5 , 1
23rd 21:59,3 , ALCP , Aotearoa Legalise Cannabis Party , 4744 , 0 , 0 , 0.3 , 0
23rd 21:59,12 , CNSP , Conservative , 4455 , 0 , 0 , 0.2 , 0
23rd 21:59,11 , MANA , MANA , 2107 , 0 , 0 , 0.1 , 0
23rd 21:59,18 , BAN , Ban1080 , 2027 , 0 , 0 , 0.1 , 0
23rd 21:59,29 , NZPP , New Zealand People's Party , 1372 , 0 , 0 , 0.1 , 0
23rd 21:59,9 , UFNZ , United Future , 1222 , 0 , 0 , 0.1 , 0
23rd 21:59,27 , NZOP , NZ Outdoors Party , 1108 , 0 , 0 , 0.1 , 0
23rd 21:59,8 , NZDSC , Democrats for Social Credit , 645 , 0 , 0 , 0.0 , 0
23rd 21:59,14 , IP , Internet Party , 502 , 0 , 0 , 0.0 , 0
23rd 22:00,6 , NAT , National Party , 849183 , 18 , 58 , 46.4 , 40
23rd 22:00,5 , LAB , Labour Party , 650385 , 16 , 45 , 35.6 , 29
23rd 22:00,7 , NZF , New Zealand First Party , 135749 , 8 , 9 , 7.4 , 1
23rd 22:00,4 , GP , Green Party , 106739 , 7 , 7 , 5.8 , 0
23rd 22:00,28 , TOP , The Opportunities Party (TOP) , 39786 , 0 , 0 , 2.2 , 0
23rd 22:00,10 , MAOR , Māori Party , 19385 , 0 , 0 , 1.1 , 0
23rd 22:00,1 , ACT , ACT New Zealand , 9190 , 0 , 1 , 0.5 , 1
23rd 22:00,3 , ALCP , Aotearoa Legalise Cannabis Party , 4744 , 0 , 0 , 0.3 , 0
23rd 22:00,12 , CNSP , Conservative , 4455 , 0 , 0 , 0.2 , 0
23rd 22:00,11 , MANA , MANA , 2107 , 0 , 0 , 0.1 , 0
